year,name,college,height_in,weight_lbs,hand_size_in,arm_length_in,40_yard,bench_press,vert_leap_in,broad_jump_in,shuttle,3cone,60yd_shuttle,bodytype,pos,seasons,wAV,games,round,overall,pick,Fitzgerald-Spielberger,Johnson,Schuckers,ras,tsa
2004,Chris Cooley,Utah State,75.5,265,9.63,30.88,4.86,22,33,115,4.19,7.21,11.09,STRONG,TE,9,34,117,3,81,17,773,185,369,5.698,4.014
2004,Chris Snee,Boston College,74.8,314,9.25,31.38,5.1,29,30.5,104,4.66,7.75,,BIG,OL,10,75,141,2,34,2,1213,560,661,5.897,3.798
2004,Chris Thompson,Nicholls State (LA),72,189,9,30.5,4.5,12,35,117,4.14,7.09,11.26,SKILL,DB,2,1,12,5,150,22,461,31,165,4.845,2.464
2004,Cody Spencer,North Texas,74.5,242,9.75,31.63,4.67,27,34.5,116,4.08,6.94,11.52,STRONG,LB,5,4,50,6,182,22,363,19,137,7.308,4.685
2004,Colby Bockwoldt,Brigham Young,73.6,230,9.63,32.5,4.59,14,34,112,4.05,7.12,10.88,STRONG,LB,4,12,49,7,240,5.136,2.417
2004,Courtney Anderson,San Jose State,78,269,,,4.89,17,30,106,4.54,7.86,,STRONG,TE,4,6,43,7,245,3.210,2.21
2004,Courtney Watson,Notre Dame,73.4,237,9.25,31.5,4.56,22,36.5,114,4.35,7.39,11.95,STRONG,LB,2,7,21,2,60,28,925,300,477,5.959,3.786
2004,Craig Terrill,Purdue,74.5,290,9.5,32.63,5.23,28,26.5,100,4.1,7.39,,BIG,DL,7,9,88,6,189,29,344,16,137,5.179,2.863
2004,Demorrio Williams,Nebraska,72.8,232,8.25,32.63,4.54,16,37,125,4.11,7.02,11.2,STRONG,LB,9,33,138,4,101,5,661,96,286,6.428,3.506
2004,Dexter Wynn,Colorado State,69.3,175,8.25,28.88,4.49,13,39,123,3.9,6.7,,SKILL,DB,5,4,47,6,192,32,336,15,136,5.937,2.996
2004,Dunta Robinson,South Carolina,70.6,186,9.25,30.63,4.35,15,36,120,3.75,6.97,,SKILL,DB,10,41,139,1,10,10,1833,1300,896,6.337,3.412
2004,Dwan Edwards,Oregon State,74.8,313,9.63,31.88,5.14,25,28,105,4.68,7.59,,BIG,DL,12,32,136,2,51,19,1007,390,531,5.207,3.097
2004,Erik Coleman,Washington State,70.5,200,9.75,30.25,4.62,16,35.5,117,4.14,7.03,11.29,SKILL,DB,9,33,123,5,143,15,485,35,179,4.995,3.102
2004,Igor Olshansky,Oregon,77.3,315,9,31.63,5.01,41,33.5,110,4.41,7.61,,BIG,DL,8,39,115,2,35,3,1198,550,653,8.061,5.432
2004,Isaac Sopoaga,Hawaii,74.3,317,11,33.5,5,42,30.5,99,4.66,7.79,,BIG,DL,10,38,139,4,104,8,646,86,275,6.227,3.962
2004,Jake Scott,Idaho,76.9,281,9.88,32.75,5.04,24,34.5,110,4.68,7.96,,BIG,OL,9,58,131,5,141,13,492,36,183,5.728,3.675
2004,Jared Allen,Idaho State,78,265,9.38,32,4.76,13,33,120,4.34,7.11,,BIG,DL,12,101,187,4,126,30,549,46,216,6.581,3.461
2004,Jeb Terry,North Carolina,77.3,313,10,32.38,5.18,27,29,105,4.98,8.03,,BIG,OL,3,2,30,5,146,18,474,33,173,5.260,3.787
2004,Jeff Dugan,Maryland,77,263,,,5,21,28,109,4.4,7.43,,STRONG,TE,7,2,79,7,220,28,267,3,127,3.951,2.876
2004,Jim Molinaro,Notre Dame,77.9,308,10,32.38,5.09,21,29.5,105,4.6,7.75,,BIG,OL,3,1,15,6,180,20,368,19,137,5.447,3.252
2004,Joey Thomas,Montana State,72.9,195,9.13,31.88,4.46,17,38.5,122,3.88,6.82,11.08,SKILL,DB,5,3,31,3,70,6,847,240,422,7.440,4.469
2004,Junior Siavii,Oregon,76.5,344,11,34.63,5.18,31,24.5,93,4.84,7.93,,BIG,DL,7,6,56,2,36,4,1184,540,644,5.006,3.408
2004,Justin Smiley,Alabama,75.3,298,10,31.63,5,19,32,111,4.41,7.72,,BIG,OL,7,30,88,2,46,14,1060,440,566,5.478,2.913
2004,Keith Lewis,Oregon,72.5,204,9,31.75,4.58,11,37,121,4.07,7.28,,SKILL,DB,5,8,76,6,198,6,320,12,135,5.018,3.066
2004,Kirk Chambers,Stanford,79.3,313,9.75,32.63,5.51,22,27,101,4.4,7.56,,BIG,OL,8,9,70,6,176,16,380,21,138,4.720,2.939
2004,Kris Wilson,Pittsburgh,74,248,,,4.62,24,35,119,4.13,6.89,,STRONG,TE,8,3,97,2,61,29,917,292,471,7.580,4.771
2004,Landon Johnson,Purdue,74,223,,,4.65,20,37.5,120,4.08,7.01,,STRONG,LB,7,28,101,3,96,32,687,116,305,6.535,3.912
2004,Marquis Cooper,Washington,75.3,223,9.75,32,4.55,25,36.5,121,4.12,7.02,10.96,STRONG,LB,5,2,42,3,79,15,786,195,378,7.720,4.823
2004,Matthias Askew,Michigan State,77.4,308,9.63,34.38,5.24,20,27,101,4.42,7.55,,BIG,DL,2,0,6,4,114,18,600,66,244,4.774,2.614
2004,Max Starks,Florida,79,350,10.75,35.5,5.43,21,27.5,98,4.65,7.88,,BIG,OL,10,44,125,3,75,11,812,215,398,4.161,2.808
2004,Michael Gaines,Central Florida,74,275,9.75,33.25,5.07,18,33,109,4.18,7.44,11.93,STRONG,TE,6,7,83,7,232,4.003,2.554
2004,Michael Turner,Northern Illinois,70.5,237,9.63,29.38,4.49,22,31,114,4.15,7.5,,STRONG,RB,9,55,134,5,154,26,447,30,158,5.534,2.988
2004,Michael Waddell,North Carolina,70.9,187,8.88,30,4.33,14,37.5,121,4.03,6.84,11.2,SKILL,DB,5,4,33,4,124,28,557,48,220,6.528,3.386
2004,Nat Dorsey,Georgia Tech,79,322,,,5.46,26,28.5,102,4.89,8.3,,BIG,OL,4,7,40,4,115,19,595,64,241,4.413,3.498
2004,Nate Lawrie,Yale,78,264,,,4.87,23,34,117,4.12,6.71,,STRONG,TE,5,0,26,6,181,21,366,19,137,6.874,4.764
2004,Nick Hardwick,Purdue,75.5,295,9.75,32.88,5.2,27,34,108,4.55,7.72,,BIG,OL,11,67,136,3,66,2,877,260,443,5.819,3.791
2004,Nick Leckey,Kansas State,74.9,290,9.75,32.25,5.23,18,27,97,4.47,7.71,,BIG,OL,6,14,65,6,167,7,406,25,144,3.382,1.342
2004,Quincy Wilson,West Virginia,69.4,225,9.38,29.63,4.6,26,33.5,118,4.36,7.68,11.93,STRONG,RB,4,0,4,7,219,27,269,4,127,5.328,3.32
2004,Rashad Washington,Kansas State,74.1,223,8.88,31.75,4.61,14,34,116,4.02,7.06,11.44,SKILL,DB,4,3,47,7,236,5.596,3.565
2004,Rex Hadnot,Houston,74.1,323,9.88,30.75,5.51,27,24.5,91,4.66,7.94,,BIG,OL,9,35,129,6,174,14,386,22,140,3.486,2.241
2004,Rich Gardner,Penn State,70.6,199,9.13,30.63,4.49,11,36.5,123,3.91,6.91,10.62,SKILL,DB,3,2,28,3,92,28,709,132,321,5.837,3.044
2004,Robert Gallery,Iowa,79.1,323,9.25,32.25,4.97,24,30,105,4.38,7.42,,BIG,OL,8,38,104,1,2,2,2649,2600,988,7.190,4.35
2004,Robert Reynolds,Ohio State,75.5,251,9.5,31,4.79,18,32.5,116,3.94,7.17,11.46,STRONG,LB,3,2,33,5,165,5,412,25,145,5.460,3.497
2004,Ryon Bingham,Nebraska,75.4,303,9.5,31.88,5.14,33,30,109,4.38,7.44,,BIG,DL,5,6,49,7,204,12,305,10,134,6.811,4.295
2004,Scott Wells,Tennessee,73.9,300,9.75,31.63,5.26,31,31,109,4.35,7.56,,BIG,OL,11,64,146,7,251,5.992,3.839
2004,Sean Locklear,North Carolina State,76,308,10,31.75,5.19,27,29,100,4.56,7.85,,BIG,OL,9,39,117,3,84,20,755,170,355,5.341,3.39
2004,Sean Tufts,Colorado,76.1,242,9.25,32.25,4.66,21,34.5,118,3.94,6.94,11.27,STRONG,LB,2,1,15,6,196,4,325,13,135,7.086,4.458
2004,Shawn Andrews,Arkansas,76.1,366,9.75,33.75,5.49,27,25,98,4.85,8.25,,BIG,OL,7,35,63,1,16,16,1595,1000,832,3.747,2.816
2004,Stacy Andrews,Mississippi,78.1,342,9.75,34.75,5.07,34,30.5,106,4.78,8.09,,BIG,OL,8,23,94,4,123,27,561,49,223,6.741,4.926
2004,Stephen Peterman,Louisiana State,76,312,10.13,31.88,5.45,23,24.5,95,4.68,7.87,,BIG,OL,9,34,90,3,83,19,761,175,360,3.357,2.046
2004,Stuart Schweigert,Purdue,74,218,9.5,31.75,4.45,18,38,124,3.89,6.68,10.84,SKILL,DB,5,15,69,3,67,3,869,255,438,8.468,5.381
2004,Tank Johnson,Washington,74.8,304,9.63,32.63,4.74,31,34,114,4.6,7.56,,BIG,DL,7,22,91,2,47,15,1049,430,559,7.457,4.73
2004,Teddy Lehman,Oklahoma,73.5,240,8.38,31.38,4.55,26,34.5,113,4.06,6.91,10.98,STRONG,LB,5,9,45,2,37,5,1170,530,636,7.431,4.411
2004,Thomas Tapeh,Minnesota,73.4,245,9.13,31.5,4.77,23,32.5,114,4.52,7.65,12.1,STRONG,RB,5,2,41,5,162,2,422,27,148,4.493,3.24
2004,Tim Euhus,Oregon State,77,260,9.5,33.38,4.89,25,34.5,115,4.13,6.99,11.58,STRONG,TE,4,1,34,4,109,13,623,76,259,6.679,4.719
2004,Trevor Johnson,Nebraska,76.6,260,9.88,33,4.81,23,35.5,110,4.08,7.06,11.3,BIG,DL,4,4,35,7,234,7.046,3.967
2004,Trey Darilek,Texas-El Paso,76,301,,,5.23,22,28.5,110,4.66,7.85,,BIG,OL,2,1,18,4,131,3,529,41,204,4.553,2.83
2004,Von Hutchins,Mississippi,69.6,185,9.38,31.5,4.5,11,34.5,115,4.06,7.05,11.31,SKILL,DB,4,5,38,6,173,13,388,22,140,4.349,1.788
2005,Adam Seward,Nevada Las Vegas,74.3,248,9.75,31.63,4.61,33,36.5,120,4.11,7.16,11.5,STRONG,LB,5,4,43,5,149,21,464,32,167,7.856,5.279
2005,Adam Snyder,Oregon,77.4,316,10.38,32.88,5.37,21,28.5,93,4.83,7.83,,BIG,OL,10,34,141,3,94,30,698,124,312,3.717,2.459
2005,Alfred Fincher,Connecticut,74,238,,,4.68,25,31.5,112,4.48,7.7,,STRONG,LB,4,3,38,3,82,18,767,180,364,4.842,3.264
2005,Alvin Pearman,Virginia,69.4,208,9.25,30.38,4.65,24,34,112,4.08,7.06,11.11,STRONG,RB,5,5,38,4,127,31,545,45,213,5.588,2.999
2005,Anthony Alabi,Texas Christian,77.13,310,10.38,36.75,5.23,18,32.5,100,4.6,7.62,,BIG,OL,3,1,16,5,162,2,422,27,148,4.777,2.812
2005,Anthony Bryant,Alabama,75,337,9.75,33.38,5.1,23,31.5,106,4.68,7.8,,BIG,DL,6,2,15,6,178,18,374,20,138,5.476,3.425
2005,Antonio Perkins,Oklahoma,70.8,190,9,31,4.53,10,40,126,4.07,7.17,11.16,SKILL,DB,2,0,6,4,103,7,651,88,279,5.071,2.818
2005,Anttaj Hawthorne,Wisconsin,75.4,321,9.63,33,5.25,21,27,98,4.69,8,,BIG,DL,2,1,18,6,175,15,383,21,139,3.681,2.14
2005,Atiyyah Ellison,Missouri,76.3,305,9.13,33.38,5.1,25,27.5,99,4.79,8,,BIG,DL,5,0,15,3,89,25,725,145,333,4.625,2.855
2005,Barrett Ruud,Nebraska,74.5,241,9.25,30.63,4.76,25,34.5,108,3.94,7.22,11.77,STRONG,LB,8,41,116,2,36,4,1184,540,644,5.975,3.984
2005,Bill Swancutt,Oregon State,76,270,10.13,33.13,5.03,23,34,113,4.24,7.35,,BIG,DL,1,0,8,6,184,24,357,18,137,6.455,3.649
2005,Billy Bajema,Oklahoma State,76.88,261,9.88,33.25,4.78,16,31.5,111,4.25,7.05,11.76,STRONG,TE,9,2,120,7,249,4.916,2.905
2005,Bo Scaife,Texas,74.63,249,10.13,32.38,4.79,24,32.5,110,4.12,7.21,11.66,STRONG,TE,6,20,90,6,179,19,371,20,138,5.694,3.778
2005,Brandon Jacobs,Southern Illinois,76.3,267,10.63,33.63,4.56,19,37,118,4.46,7.53,11.98,STRONG,RB,9,36,109,4,110,14,618,74,256,6.265,4.294
2005,C.J. Mosley,Missouri,74,312,10.75,33.38,5.08,27,27.5,100,4.65,8.21,,BIG,DL,11,21,140,6,191,31,338,15,136,4.768,2.851
2005,Carlos Rogers,Auburn,72.4,196,8.88,31.38,4.45,15,40.5,126,3.82,6.48,10.96,SKILL,DB,10,47,133,1,9,9,1887,1350,907,7.556,4.524
2005,Carnell Williams,Auburn,71,217,,,4.43,19,35.5,118,4.17,6.95,,STRONG,RB,7,28,81,1,5,5,2184,1700,953,6.315,3.27
2005,Chad Owens,Hawaii,67.38,183,9.63,27.88,4.66,23,37,110,3.94,6.7,11.08,SKILL,WR,3,0,6,6,185,25,354,17,137,5.431,3.233
2005,Chauncey Davis,Florida State,73.9,273,9.63,34.5,4.84,22,37,117,4.44,7.66,,BIG,DL,7,20,102,4,128,32,541,44,211,6.018,3.242
2005,Chris Kemoeatu,Utah,75.5,344,10.38,33.63,5.36,26,29,97,4.54,7.75,,BIG,OL,7,27,75,6,204,12,305,10,134,4.902,3.241
2005,Chris Spencer,Mississippi,74.9,309,10.88,33.5,5.24,26,29,104,4.59,8.06,,BIG,OL,10,38,137,1,26,26,1349,700,733,4.756,3.096
2005,Claude Terrell,New Mexico,74.3,343,9.25,31.38,5.41,27,24.5,88,4.75,8.17,,BIG,OL,3,6,20,4,134,6,518,39,197,3.418,2.314
2005,Dan Buenning,Wisconsin,75.9,320,9.25,33.25,5.35,29,28,106,4.59,7.9,,BIG,OL,4,10,36,4,107,11,632,80,265,5.267,3.758
2005,Daniel Loper,Texas Tech,78,306,10.63,33,5.35,14,31,98,4.68,7.74,,BIG,OL,6,7,58,5,150,22,461,31,165,3.816,2.295
2005,Darrell Shropshire,South Carolina,74.3,301,9.38,32.63,4.9,25,34,114,4.31,7.54,,BIG,DL,2,2,23,7,241,6.836,3.97
2005,Darren Sproles,Kansas State,66.1,187,8.25,28.25,4.49,23,33,102,3.96,6.96,11.13,STRONG,RB,15,62,183,4,130,2,533,42,206,5.642,2.59
2005,Darrent Williams,Oklahoma State,69,176,,,4.3,16,39,124,3.96,6.97,,SKILL,DB,2,11,27,2,56,24,960,340,500,6.630,3.642
2005,Darryl Blackstock,Virginia,74.6,247,9.88,31.5,4.72,25,39,126,4.29,7.05,,STRONG,LB,7,6,74,3,95,31,692,120,308,7.274,5.148
2005,Daven Holly,Cincinnati,70.4,192,9.38,30.5,4.44,15,39,113,4.08,7.16,11.48,SKILL,DB,3,10,32,7,215,23,278,5,129,5.618,3.006
2005,David Baas,Michigan,76.5,319,10.63,32.25,5.07,29,29.5,102,4.46,7.5,,BIG,OL,9,36,122,2,33,1,1228,580,670,6.829,4.262
2005,David McMillan,Kansas,75,262,9.63,33.25,4.58,16,34,120,4.07,7.11,11.58,BIG,DL,3,2,29,5,139,11,499,37,187,6.279,3.213
2005,DeAndra Cobb,Michigan State,69.8,196,8.88,31.25,4.53,17,34,118,4.25,7.13,11.72,STRONG,RB,1,0,3,6,201,9,312,11,134,4.937,2.277
2005,DeMarcus Ware,Troy (AL),76,251,10,33.25,4.6,27,38.5,122,4.07,6.83,10.93,STRONG,LB,12,100,178,1,11,11,1785,1250,885,8.703,5.755
2005,Domonique Foxworth,Maryland,71.1,184,9.13,30,4.39,14,41,125,3.89,6.78,10.7,SKILL,DB,7,19,78,3,97,1,682,112,301,6.911,3.744
2005,Doug Nienhuis,Oregon State,77.8,307,10,33.38,5.18,22,28.5,95,4.47,7.5,,BIG,OL,1,0,7,7,254,5.224,2.904
2005,Duke Preston,Illinois,77.1,311,10.13,33.88,5.42,21,32,96,4.45,7.57,,BIG,OL,4,11,59,4,122,26,565,50,225,4.690,2.895
2005,Ellis Hobbs,Iowa State,69,192,9.13,30.63,4.49,12,42,121,4.07,6.8,11,SKILL,DB,6,28,79,3,84,20,755,170,355,5.810,2.943
2005,Eric Ghiaciuc,Central Michigan,76,302,10.13,32.38,5.14,30,32,102,4.56,7.87,,BIG,OL,4,19,48,4,119,23,578,56,232,5.980,3.929
2005,Eric Moore,Florida State,76.3,268,9.75,33.38,4.85,22,29.5,105,4.5,7.62,12.64,BIG,DL,7,5,35,6,186,26,352,17,137,5.617,2.866
2005,Evan Mathis,Alabama,77.3,304,10.75,32.5,4.96,35,34,117,4.16,7.37,,BIG,OL,12,46,134,3,79,15,786,195,378,8.463,5.573
2005,Frank Omiyale,Tennessee Tech,76.3,310,10.13,36,5.4,22,28.5,101,4.72,8.19,,BIG,OL,8,17,75,5,163,3,419,26,147,3.596,2.447
2005,Geoff Hangartner,Texas A&M,77,301,10,32.25,5.25,26,28.5,100,4.52,7.62,,BIG,OL,9,36,118,5,169,9,400,24,143,5.321,3.309
2005,J.J. Arrington,California,68.88,214,8.75,30.5,4.45,18,35,116,4.1,6.81,11.07,STRONG,RB,4,12,58,2,44,12,1082,460,581,5.993,2.813
2005,Jason Brown,North Carolina,74.8,313,10.38,32.5,5.5,23,30.5,102,4.51,7.72,,BIG,OL,7,30,100,4,124,28,557,48,220,4.262,2.672
2005,Jerome Carter,Florida State,71.4,220,9.75,32,4.49,21,35,116,4.04,7.18,11.07,SKILL,DB,3,3,33,4,117,21,587,60,236,6.689,4.222
2005,Jimmy Verdon,Arizona State,75.1,280,9.5,32.63,5.05,18,29.5,105,4.53,7.89,,BIG,DL,1,0,4,7,232,4.251,1.985
2005,Joe Berger,Michigan Tech,77.5,303,9,32.13,5.2,30,27,96,4.62,7.77,,BIG,OL,13,36,145,6,207,15,298,9,132,5.420,3.506
2005,Joel Dreessen,Colorado State,76.25,260,9.25,33.38,4.77,22,36,111,4.01,7.09,11.64,STRONG,TE,9,16,120,6,198,6,320,12,135,6.553,4.402
2005,Jonathan Babineaux,Iowa,74.1,286,9.88,32.13,4.9,21,29.5,109,4.57,7.7,,BIG,DL,12,52,185,2,59,27,934,310,483,5.083,2.518
2005,Jordan Beck,Cal Poly,75,233,,,4.6,25,41,128,4.12,7.11,,STRONG,LB,3,2,26,3,90,26,720,140,329,7.847,5.175
2005,Jovan Haye,Vanderbilt,74,284,11,34.25,4.77,33,34,110,4.35,7.38,,BIG,DL,7,25,73,6,189,29,344,16,137,7.481,4.425
2005,Junius Coston,North Carolina A&T,75.4,310,10.38,33.75,5.34,21,29.5,101,4.56,7.93,,BIG,OL,3,5,16,5,143,15,485,35,179,3.911,2.372
2005,Justin Geisinger,Vanderbilt,75.75,322,9.63,32.75,5.38,34,25,92,4.62,7.87,,BIG,OL,4,0,6,6,197,5,323,13,135,4.660,3.206
2005,Justin Green,Montana,71.38,251,9.5,31.75,4.91,23,31,106,4.21,7.24,11.6,STRONG,RB,3,0,39,5,158,30,434,28,152,4.282,2.728
2005,Karl Paymah,Washington State,72,204,10,30.75,4.38,15,41.5,121,3.91,7.09,,SKILL,DB,6,6,74,3,76,12,805,210,393,7.064,4.232
2005,Kelvin Hayden,Illinois,70.4,197,9,30.25,4.52,17,34,111,3.9,6.87,10.96,SKILL,DB,8,24,101,2,60,28,925,300,477,5.754,3.056
2005,Kerry Rhodes,Louisville,74.5,209,9.63,32.25,4.59,12,42,123,4.12,6.94,11.21,SKILL,DB,8,49,118,4,123,27,561,49,223,6.185,4.011
2005,Khalif Barnes,Washington,77.75,305,10.13,34,4.99,26,35,104,4.54,7.57,,BIG,OL,13,51,154,2,52,20,998,380,525,6.951,4.374
2005,Khari Long,Baylor,75.6,257,10.5,35,4.76,27,38.5,121,4.07,7.22,11.35,BIG,DL,1,0,1,6,199,7,318,12,135,7.636,4.564
2005,Leroy Hill,Clemson,73,229,9.75,32.63,4.7,25,34,116,4.1,7.23,,STRONG,LB,8,37,97,3,98,2,676,108,297,6.022,3.839
2005,Lionel Gates,Louisville,71.6,222,10.13,31.13,4.72,23,36,118,4.1,7.17,,STRONG,RB,3,0,1,7,236,5.824,3.633
2005,Lofa Tatupu,Southern California,71.9,238,10,31.63,4.84,23,35,113,4.16,7.31,,STRONG,LB,6,49,84,2,45,13,1071,450,574,4.996,3.333
2005,Logan Mankins,Frenso State (CA),76.1,307,11.38,33.38,5.14,21,30,95,4.44,7.52,,BIG,OL,11,102,161,1,32,32,1244,590,679,5.054,2.642
2005,Madison Hedgecock,North Carolina,75,266,9.75,31.5,4.92,29,32.5,106,4.24,7.41,11.83,STRONG,RB,6,2,84,7,251,5.265,3.886
2005,Marcus Johnson,Mississippi,78.5,321,9.5,35.5,5.56,21,27.5,97,4.71,7.71,,BIG,OL,5,8,53,2,49,17,1028,410,545,3.898,2.545
2005,Marlin Jackson,Michigan,73,198,,,4.52,23,36,125,3.96,6.95,,SKILL,DB,5,14,56,1,29,29,1294,640,705,7.455,4.842
2005,Marviel Underwood,San Diego State,70.3,205,9.5,31.38,4.52,19,38,116,4.21,7.12,11.26,SKILL,DB,1,1,16,4,115,19,595,64,241,5.930,3.809
2005,Matt Roth,Iowa,75.8,278,10.63,31.38,4.83,26,32,110,4.36,7.65,12.08,BIG,DL,7,27,96,2,46,14,1060,440,566,6.779,3.934
2005,Michael Roos,Eastern Washington,78.6,320,9.13,32,5.28,19,29,96,4.5,7.72,,BIG,OL,10,63,148,2,41,9,1118,490,604,4.634,2.749
2005,Mike Montgomery,Texas A&M,76.9,276,10.25,35.88,5.08,19,34.5,115,4.32,7.38,,BIG,DL,6,8,58,6,180,20,368,19,137,6.050,3.349
2005,Nehemiah Broughton,Citadel (SC),71.5,250,9.75,32.38,4.61,25,30,108,4.28,7.54,11.91,STRONG,RB,2,0,6,7,222,30,262,3,125,5.223,3.108
2005,Nick Collins,Bethune-Cookman (FL),71.1,206,8.5,31,4.42,11,40,113,4.16,6.94,11.15,SKILL,DB,7,48,95,2,51,19,1007,390,531,5.703,2.891
2005,Noah Herron,Northwestern,71,224,9.13,31.75,4.67,17,31,107,3.97,6.95,11.07,STRONG,RB,2,3,23,7,244,4.393,1.788
2005,Odell Thurman,Georgia,72.1,233,9.88,32.25,4.7,23,34,113,4.28,7.47,,STRONG,LB,1,7,16,2,48,16,1038,420,552,5.008,3.185
2005,Rian Wallace,Temple,74.3,241,9.88,32.38,4.68,10,35.5,111,3.94,7.45,11.72,STRONG,LB,2,2,16,5,166,6,409,25,145,4.612,2.517
2005,Ronnie Brown,Auburn,72.25,233,9.63,31.63,4.46,18,34,117,4.08,7.1,,STRONG,RB,10,41,132,1,2,2,2649,2600,988,6.155,3.216
2005,Ryan Moats,Louisiana Tech,68.3,210,8.88,31.5,4.49,19,36,116,4.1,7.22,11.13,STRONG,RB,5,7,38,3,77,13,799,205,388,5.579,2.824
2005,Scott Starks,Wisconsin,68.5,172,8.25,29.25,4.42,13,43,133,3.9,6.99,10.96,SKILL,DB,5,4,54,3,87,23,737,155,342,6.136,3.224
2005,Scott Young,Brigham Young,75.6,312,9.88,34.13,5.07,43,32.5,115,4.37,7.46,,BIG,OL,4,1,14,5,172,12,391,23,141,7.757,5.096
2005,Sean Considine,Iowa,72.1,212,9.38,31.5,4.53,19,37,116,3.92,7.09,10.65,SKILL,DB,8,15,99,4,102,6,656,92,282,6.696,4.334
2005,Sione Pouha,Utah,76,325,,,5.02,32,32.5,107,4.49,7.84,,BIG,DL,8,36,106,3,88,24,731,150,337,7.207,4.806
2005,Tyjuan Hagler,Cincinnati,71.6,236,9,31.25,4.61,35,35.5,114,4.07,7.21,11.58,STRONG,LB,6,12,50,5,173,13,388,22,140,6.748,4.211
2005,Vernand Morency,Oklahoma State,69.6,212,8.88,31.75,4.51,19,33.5,108,4.12,7.02,,STRONG,RB,3,8,39,3,73,9,826,225,407,5.228,2.263
2005,Wes Sims,Oklahoma,77,318,11.13,32.25,5.42,26,28,104,4.43,7.68,,BIG,OL,1,0,1,6,177,17,377,21,138,5.385,3.643
2006,A.J. Hawk,Ohio State,73,248,9.75,31.13,4.64,24,40,115,3.96,6.82,11.06,STRONG,LB,11,55,159,1,5,5,2184,1700,953,7.550,4.753
2006,Andrew Whitworth,Louisiana State,79,334,10.13,35,5.17,28,30.5,112,4.83,8.23,,BIG,OL,16,100,239,2,55,23,969,350,506,6.232,4.712
2006,Anthony Fasano,Notre Dame,76.13,259,9.5,32.63,4.86,19,33.5,112,4.34,6.94,11.76,STRONG,TE,12,22,180,2,53,21,988,370,518,5.232,3.49
2006,Anthony Schlegel,Ohio State,72.5,250,8.63,29.38,4.86,21,32,111,4.38,7.41,12.18,STRONG,LB,2,2,17,3,76,12,805,210,393,3.976,2.756
2006,Anthony Smith,Syracuse,72.13,194,8.5,31,4.71,18,41,125,4.35,6.75,,SKILL,DB,6,12,76,3,83,19,761,175,360,5.760,4.153
2006,Antoine Bethea,Howard (DC),71,203,9.13,30.63,4.42,19,36.5,127,4.11,6.99,11.66,SKILL,DB,14,63,209,6,207,15,298,9,132,7.321,4.493
2006,Babatunde Oshinowo,Stanford,73.63,304,10.13,34,5.32,33,32,105,4.54,7.87,,BIG,DL,2,0,2,6,181,21,366,19,137,5.321,3.674
2006,Barry Cofield,Northwestern,76,304,9.75,31.5,5,35,34,105,4.35,7.43,,BIG,DL,10,46,138,4,124,28,557,48,220,7.563,4.749
2006,Brandon Johnson,Louisville,76.88,228,10,32.75,4.52,11,37,118,4.34,7.17,11.81,STRONG,LB,7,13,87,5,142,14,489,35,181,5.591,3.128
2006,Brandon Marshall,Central Florida,76.5,229,8.88,32.63,4.54,28,37,120,4.09,7.05,11.87,SKILL,WR,13,83,179,4,119,23,578,56,232,7.761,5.444
2006,Brandon Williams,Wisconsin,69.38,179,8.38,29.38,4.5,38,34.5,115,4.07,6.87,,SKILL,WR,2,0,23,3,84,20,755,170,355,6.040,3.276
2006,Brian Calhoun,Wisconsin,69.25,201,9,29.13,4.6,18,31.5,124,4.2,7.05,,STRONG,RB,2,1,11,3,74,10,819,220,403,5.036,2.36
2006,Calvin Lowry,Penn State,71,200,9.13,30.88,4.58,15,36,120,4.2,7.16,11.8,SKILL,DB,3,7,43,4,102,6,656,92,282,4.997,3.184
2006,Cedric Griffin,Texas,72.13,199,9.38,32.63,4.54,17,35.5,125,4.1,6.84,11.3,SKILL,DB,7,23,89,2,48,16,1038,420,552,6.644,4.105
2006,Chad Greenway,Iowa,74.5,242,9.13,31.25,4.8,16,33.5,117,4.22,7,11.4,STRONG,LB,11,66,156,1,17,17,1564,950,821,4.992,2.97
2006,Charlie Peprah,Alabama,70.88,206,9.5,31.75,4.7,15,37.5,119,4.09,6.81,10.83,SKILL,DB,7,12,74,5,158,30,434,28,152,5.423,3.431
2006,Chris Chester,Oklahoma,75.38,303,9.13,31.75,4.91,27,31.5,106,4.5,7.31,,BIG,OL,11,59,169,2,56,24,960,340,500,6.896,4.016
2006,Chris Gocong,Cal Poly,74.13,263,,,4.7,28,38.5,123,4.08,7.06,,BIG,DL,6,29,79,3,71,7,840,235,417,7.622,4.521
2006,Chris Kuper,North Dakota,76.38,301,9.25,32.75,5.12,24,30,109,4.6,7.59,,BIG,OL,8,35,90,5,161,1,425,27,149,5.774,3.528
2006,D'Qwell Jackson,Maryland,72.5,230,9.13,30.75,4.77,19,37,116,4.36,7.05,11.89,STRONG,LB,11,61,141,2,34,2,1213,560,661,4.917,3.071
2006,Danieal Manning,Abilene Christian (TX),70.75,202,8.75,31.5,4.5,17,39,123,4.07,7.23,,SKILL,DB,9,35,128,2,42,10,1106,480,597,6.400,4.036
2006,Daniel Bullocks,Nebraska,72.5,212,10.5,31.25,4.4,18,38,124,4.16,6.91,11.22,SKILL,DB,3,7,31,2,40,8,1131,500,612,7.744,4.867
