year,name,college,height_in,weight_lbs,hand_size_in,arm_length_in,40_yard,bench_press,vert_leap_in,broad_jump_in,shuttle,3cone,60yd_shuttle,bodytype,pos,seasons,wAV,games,round,overall,pick,Fitzgerald-Spielberger,Johnson,Schuckers,ras,tsa
1999,Chris Watson,Eastern Illinois,73,191,,,4.34,18,37,124,3.86,6.8,,SKILL,DB,4,9,58,3,67,3,869,255,438,7.862,4.698
1999,Chris White,Southern (LA),75,282,10.25,34.25,5.24,25,29,104,4.71,8.15,11.58,BIG,DL,2,0,5,7,246,3.989,2.508
1999,Cletidus Hunt,Kentucky State,76.1,293,10.75,33.5,5.03,17,31.5,110,4.73,8.08,,BIG,DL,6,28,85,3,94,30,698,124,312,4.521,2.574
1999,Cory Hall,Frenso State (CA),71.8,202,9.63,30.5,4.52,17,36,115,4.29,7.18,11.4,SKILL,DB,6,23,87,3,65,1,885,265,449,5.356,3.412
1999,Damien Woody,Boston College,75.1,328,9.5,33,5.15,26,28.5,98,4.99,8.21,,BIG,OL,12,59,173,1,17,17,1564,950,821,4.424,2.945
1999,Damon Moore,Ohio State,71.1,209,9.25,32.13,4.6,21,35,118,4.22,7.18,,SKILL,DB,4,18,54,4,128,32,541,44,211,5.536,3.878
1999,Dan Campbell,Texas A&M,77.3,263,9.25,31,4.86,25,36,112,4.07,7,11.5,STRONG,TE,10,7,114,3,79,15,786,195,378,6.808,4.787
1999,David Loverne,San Jose State,74.8,292,9.25,31.5,5.19,23,25,96,4.43,7.49,,BIG,OL,6,12,63,3,90,26,720,140,329,4.203,1.87
1999,Daylon McCutcheon,Southern California,68.8,180,9.13,30.25,4.52,13,36,117,4.35,7.21,11.6,SKILL,DB,7,34,103,3,62,30,909,284,466,3.803,1.967
1999,De'Mond Parker,Oklahoma,69.6,189,8.75,31.13,4.49,13,41.5,119,4.16,7.28,11.63,STRONG,RB,2,2,19,5,159,31,431,28,151,4.965,2.305
1999,Desmond Clark,Wake Forest,74.9,255,9.88,32.75,4.88,12,31,112,4.35,7.3,12.06,STRONG,TE,12,27,162,6,179,19,371,20,138,3.381,2.064
1999,Dexter Jackson,Florida State,71.6,196,8.88,31,4.64,10,36,115,4.06,6.96,11.12,SKILL,DB,10,32,118,4,113,17,604,68,247,4.242,2.225
1999,Donald Mitchell,Southern Methodist (TX),69.8,187,9.38,29.5,4.51,24,37,118,4.08,6.87,11.01,SKILL,DB,4,7,44,4,117,21,587,60,236,6.523,3.821
1999,Edwin Mulitalo,Arizona,75.1,328,10,32,5.47,28,23.5,92,4.77,8.02,,BIG,OL,10,44,132,4,129,1,537,43,209,3.588,2.5
1999,Eric Barton,Maryland,74.8,247,8.75,32.63,4.68,20,32,112,4.32,7.6,,STRONG,LB,12,50,160,5,146,18,474,33,173,4.911,3.126
1999,Floyd Wedderburn,Penn State,77.3,334,9,33.25,5.5,20,24.5,86,5.26,8.76,,BIG,OL,4,14,46,5,140,12,496,36,185,2.461,1.501
1999,Fred Vinson,Vanderbilt,70.6,177,9,31.5,4.39,14,36,121,4.17,7.21,,SKILL,DB,1,2,16,2,47,15,1049,430,559,5.300,2.766
1999,Grey Ruegamer,Arizona State,76.4,315,8.25,31.88,5.36,18,27.5,94,4.68,8.22,,BIG,OL,10,15,124,3,72,8,833,230,412,3.047,1.795
1999,James Dearth,Tarleton State (TX),75.4,273,10.5,32.88,5.04,25,29.5,107,4.57,8.3,12.99,STRONG,TE,11,0,146,6,191,31,338,15,136,3.888,2.811
1999,Jared DeVries,Iowa,75.8,279,10.13,32,4.95,24,32.5,111,4.14,7.28,,BIG,DL,10,18,120,3,70,6,847,240,422,6.737,3.812
1999,Jason Craft,Colorado State,69.6,178,8.75,31.5,4.53,14,37.5,113,4.2,6.97,11.2,SKILL,DB,10,25,148,5,160,32,428,27,150,4.565,2.286
1999,Jason Perry,North Carolina State,72.9,200,8.63,32,4.61,17,36.5,121,4.23,7.31,11.58,SKILL,DB,4,6,36,4,104,8,646,86,275,5.355,3.822
1999,Jay Foreman,Nebraska,73.3,241,9.5,31.75,4.68,20,36,117,4.16,7.2,11.49,STRONG,LB,8,28,84,5,156,28,441,29,155,6.004,3.755
1999,Jed Weaver,Oregon,76.3,246,9.38,32.25,4.91,19,31,106,4.17,7.16,11.66,STRONG,TE,6,11,90,7,208,16,295,8,132,4.451,2.753
1999,Jeff Kelly,Kansas State,72.1,256,8.63,31.75,4.95,16,32,112,4.37,7.65,,STRONG,LB,4,5,29,6,198,6,320,12,135,2.983,1.886
1999,Jeff Paulk,Arizona State,71.9,242,9.5,30,4.72,27,35.5,116,4.44,7.81,11.86,STRONG,RB,2,0,2,3,92,28,709,132,321,5.301,3.802
1999,Jerame Tuman,Michigan,75.9,248,10.38,31.13,4.89,23,33,107,4.2,7.17,11.83,STRONG,TE,10,5,123,5,136,8,510,38,193,5.266,3.591
1999,Jermaine Fazande,Oklahoma,72.3,268,9.88,31.88,4.81,18,31.5,105,4.7,8.06,12.86,STRONG,RB,2,5,20,2,60,28,925,300,477,3.010,1.787
1999,Jermaine Jones,Northwestern State (LA),67.6,180,8.75,29.13,4.51,12,38.5,116,3.96,6.79,11.13,SKILL,DB,4,0,3,5,162,2,422,27,148,5.145,2.332
1999,Jerry Wisne,Notre Dame,78.4,306,9.88,31,5.26,30,28,96,4.61,7.6,,BIG,OL,4,1,9,5,143,15,485,35,179,5.676,3.778
1999,Jim Finn,Pennsylvania,70,228,,,4.62,24,31.5,108,4.21,7.18,,STRONG,RB,8,4,106,7,253,5.126,2.712
1999,Jim Kleinsasser,North Dakota,74.8,272,9.88,33,4.79,18,34.5,112,4.33,7.24,11.63,STRONG,TE,13,14,181,2,44,12,1082,460,581,4.898,3.303
1999,Joe Wong,Brigham Young,78,314,,,5.68,22,27,100,4.95,8.25,,BIG,OL,5,0,2,7,244,3.182,2.281
1999,Joel Makovicka,Nebraska,70.4,245,9.5,28.25,4.82,18,32.5,105,4.05,6.72,11.08,STRONG,RB,4,3,58,4,116,20,591,62,239,4.546,2.299
1999,Joey Porter,Colorado State,74.5,241,9.75,32.75,4.68,27,39,122,4.41,7.37,12.11,STRONG,LB,13,90,188,3,73,9,826,225,407,6.606,4.896
1999,John Tait,Brigham Young,78.1,310,9.63,32.25,5.22,26,29.5,104,4.4,7.48,,BIG,OL,10,51,148,1,14,14,1663,1100,853,6.352,4.076
1999,John Thornton,West Virginia,75,299,,,5,26,32,111,4.46,8.09,,BIG,DL,10,51,143,2,52,20,998,380,525,6.036,3.735
1999,John Welbourn,California,77.1,317,9,32.25,5.09,24,30,99,4.88,8.14,,BIG,OL,9,39,103,4,97,1,682,112,301,4.984,3.323
1999,Johndale Carty,Utah State,73,192,,,4.58,12,40,126,4.15,7,,SKILL,DB,4,5,61,4,126,30,549,46,216,5.549,3.458
1999,Johnny Rutledge,Florida,74,245,9.88,32.25,4.63,18,33,115,4.21,7.27,,STRONG,LB,5,2,46,2,51,19,1007,390,531,5.451,3.168
1999,Jon Jansen,Michigan,78.4,305,10.25,32.88,5.3,22,27,100,4.61,7.62,,BIG,OL,11,55,137,2,37,5,1170,530,636,4.534,2.746
1999,Justin Swift,Kansas State,75.4,258,9.63,30.5,4.82,17,33,111,4.15,6.93,11.64,STRONG,TE,4,2,49,7,238,5.262,3.127
1999,Keith Newman,North Carolina,74.5,239,9.38,30.25,4.73,18,32,110,4.37,7.54,11.91,STRONG,LB,8,28,102,4,119,23,578,56,232,3.953,2.404
1999,Kelly Gregg,Oklahoma,72.4,302,9.13,30,5.34,26,24,96,4.45,7.72,,BIG,DL,13,61,153,6,173,13,388,22,140,3.790,1.995
1999,Kelvin Garmon,Baylor,74.4,329,9.5,30.63,5.09,23,25,96,4.66,7.84,,BIG,OL,6,19,52,7,243,4.299,2.241
1999,Kendell Ogle,Maryland,72.8,235,9.38,30.5,4.67,20,35,118,4.05,7.44,11.88,STRONG,LB,1,0,2,6,187,27,349,17,137,5.642,3.481
1999,Kevin Landolt,West Virginia,76.9,298,10.13,32.88,5.14,17,27,108,4.27,7.57,,BIG,DL,1,0,1,4,121,25,570,52,227,4.935,2.491
1999,Khari Samuel,Massachusetts,74.4,242,9.63,31.88,4.76,24,35,116,4.34,7.56,11.93,STRONG,LB,3,3,39,5,144,16,481,34,177,5.495,4.002
1999,Kris Farris,UCLA,79.9,313,9.5,33.5,5.07,20,24,95,4.76,8,,BIG,OL,3,1,3,3,74,10,819,220,403,4.198,2.319
1999,L.J. Shelton,Eastern Michigan,77.5,341,10.75,34.88,5.44,22,29.5,96,4.77,7.87,,BIG,OL,10,43,146,1,21,21,1457,800,781,4.111,2.904
1999,Lamar King,Saginaw Valley State (MI),75,299,8.88,32.5,4.77,22,30,105,4.28,7.4,,BIG,DL,5,16,57,1,22,22,1434,780,771,6.196,3.142
1999,Larry Smith,Florida State,77,288,,,5.12,22,30,111,4.39,7.72,,BIG,DL,6,9,64,2,56,24,960,340,500,5.670,3.32
1999,Lennie Friedman,Duke,75.1,301,9.5,32,5.36,25,29,96,4.51,8.04,,BIG,OL,9,18,97,2,61,29,917,292,471,3.959,2.456
1999,Luke Petitgout,Notre Dame,77.9,315,9.75,33.13,5.23,33,29,100,4.48,7.53,,BIG,OL,9,44,117,1,19,19,1508,875,801,6.553,4.398
1999,Madre Hill,Arkansas,71.4,199,9,30.38,4.52,20,32,109,4.31,6.9,11.42,STRONG,RB,4,0,7,7,207,15,298,9,132,5.063,2.262
1999,Marcus Spriggs,Troy (AL),76.5,297,8.13,33.88,5.24,25,27.5,97,4.6,8.05,,BIG,DL,2,2,18,6,174,14,386,22,140,4.289,2.639
1999,Matt Stinchcomb,Georgia,78,306,8.88,32.75,5.12,20,29,104,4.54,7.79,,BIG,OL,6,21,65,1,18,18,1535,900,811,5.156,2.979
1999,Mike Cloud,Boston College,70.5,200,9.5,29.75,4.54,17,38.5,115,4.16,6.8,11.1,STRONG,RB,7,6,78,2,54,22,979,360,512,5.706,2.669
1999,Mike Peterson,Florida,73.5,233,9.13,31.25,4.47,18,36,118,4.08,7.07,,STRONG,LB,14,73,198,2,36,4,1184,540,644,6.658,3.67
1999,Mike Rucker,Nebraska,76.8,260,9.5,32.88,4.86,17,33.5,108,4.33,7.4,,BIG,DL,9,54,139,2,38,6,1157,520,628,5.911,2.911
1999,Montae Reagor,Texas Tech,73.5,263,9.63,32.88,4.83,20,34.5,107,4.23,7.36,11.85,BIG,DL,9,23,99,2,58,26,942,320,489,5.677,2.631
1999,Olandis Gary,Georgia,73,216,,,4.71,22,34,116,4.13,7.15,,STRONG,RB,5,16,48,4,127,31,545,45,213,5.552,3.322
1999,Patrick Kerney,Virginia,77.6,266,10,32,4.72,21,31,111,4.42,7.45,,BIG,DL,11,67,159,1,30,30,1276,620,696,6.516,3.533
1999,Paul Miranda,Central Florida,69.9,180,8.13,30.88,4.41,11,40.5,124,4.1,7.18,,SKILL,DB,3,1,16,4,96,32,687,116,305,5.343,2.705
1999,Peppi Zellner,Fort Valley State (GA),77,246,10.25,33.75,4.72,20,35.5,120,4.49,7.4,,BIG,DL,6,21,89,4,132,4,526,40,202,6.560,3.6
1999,Phil Glover,Utah,71.6,239,8.38,30.88,4.7,26,36.5,116,4.36,7.67,12.14,STRONG,LB,2,1,10,7,222,30,262,3,125,5.498,3.843
1999,Pierson Prioleau,Virginia Tech,69.9,191,9.38,30.5,4.57,18,42,130,3.97,7.28,11.22,SKILL,DB,12,20,160,4,110,14,618,74,256,6.091,4.054
1999,Rahim Abdullah,Clemson,77.1,244,9.75,32.63,4.88,17,34,117,4.36,7.24,12.12,STRONG,LB,2,6,29,2,45,13,1071,450,574,4.559,3.201
1999,Randy Thomas,Mississippi State,75.6,306,9.5,32.38,4.99,23,31,101,4.66,7.71,,BIG,OL,11,51,143,2,57,25,951,330,494,5.402,3.066
1999,Rashard Cook,Southern California,71,197,9.63,30.75,4.84,13,36,121,4.3,7.2,11.65,SKILL,DB,4,5,47,6,184,24,357,18,137,3.594,2.431
1999,Rex Tucker,Texas A&M,77,303,10.25,30.63,5.14,27,30,106,4.43,7.4,,BIG,OL,8,14,49,3,66,2,877,260,443,6.595,4.092
1999,Rich Coady,Texas A&M,72.6,210,9.88,30.13,4.56,20,36,117,3.88,7.11,10.75,SKILL,DB,6,9,83,3,68,4,862,250,433,6.589,4.411
1999,Russell Davis,North Carolina,75.6,294,9.38,32.5,4.94,27,27.5,104,4.56,8.06,,BIG,DL,9,33,114,2,48,16,1038,420,552,5.493,3.199
1999,Ryan Hale,Arkansas,76.3,295,9.38,30.88,5.2,8,30.5,104,4.38,7.63,,BIG,DL,2,2,25,7,225,4.473,2.236
1999,Scott Shields,Weber State (UT),76.1,228,9.88,32.25,4.55,23,35,120,4.06,7.03,11.28,SKILL,DB,2,5,26,2,59,27,934,310,483,7.494,5.164
1999,Sheldon Jackson,Nebraska,75.3,243,9.25,31.5,4.8,14,30.5,103,4.47,7.36,11.8,STRONG,TE,3,0,45,7,230,2.976,1.705
1999,Talance Sawyer,Nevada Las Vegas,74,268,,,4.89,23,31.5,112,4.35,7.8,,BIG,DL,5,13,39,6,185,25,354,17,137,5.683,2.992
1999,Terry Jackson,Florida,71.1,222,8.75,29.88,4.71,26,32.5,112,4.21,7.21,,STRONG,RB,7,6,100,5,157,29,438,29,154,5.133,3.069
1999,Thomas Burke,Wisconsin,74.1,264,10,31.25,4.84,24,35,106,4.38,7.42,,BIG,DL,4,8,36,3,83,19,761,175,360,6.175,3.189
1999,Todd McClure,Louisiana State,73.4,298,9.75,31.25,5.25,29,28,93,4.51,7.81,,BIG,OL,14,72,198,7,237,4.482,2.593
1999,Tony Bryant,Florida State,75.6,273,9.13,32.75,4.85,16,34.5,111,4.57,7.57,,BIG,DL,7,22,82,2,40,8,1131,500,612,5.428,2.728
1999,Tony George,Florida,70.4,198,9,30.88,4.65,15,36.5,116,4.24,7.3,11.31,SKILL,DB,2,4,31,3,91,27,714,136,325,4.108,2.73
1999,Ty Talton,Northern Iowa,71.6,202,8.38,30.75,4.62,17,39,117,4,6.96,11.19,SKILL,DB,1,1,12,5,137,9,507,38,191,5.965,3.855
1999,Tyrone Hopson,Eastern Kentucky,75,319,,,5.21,20,26,102,4.62,7.86,,BIG,OL,6,3,23,5,161,1,425,27,149,3.892,2.07
1999,Wali Rainer,Virginia,73.8,241,10.13,32.25,4.91,26,32,111,4.33,7.83,,STRONG,LB,7,26,110,4,124,28,557,48,220,4.350,3.138
1999,Warrick Holdman,Texas A&M,74,233,,,4.69,16,35,123,4.06,7.22,,STRONG,LB,8,36,105,4,106,10,637,82,269,5.531,3.285
1999,Zach Piller,Florida,76.5,331,10.5,32.63,5.19,40,26.5,100,4.68,8.12,,BIG,OL,8,28,87,3,81,17,773,185,369,5.607,3.943
2000,Alvin McKinley,Mississippi State,76,289,10.25,36.5,5.1,22,27.5,102,4.61,7.73,,BIG,DL,8,22,97,4,120,24,574,54,229,4.536,2.36
2000,Anthony Malbrough,Texas Tech,68.9,184,8.75,29.5,4.49,20,35.5,117,4,6.73,10.93,SKILL,DB,1,1,9,5,130,2,533,42,206,6.376,3.437
2000,Antwan Harris,Virginia,69.1,186,8.88,30.75,4.37,16,39,121,4.01,6.75,11.11,SKILL,DB,4,5,52,6,187,27,349,17,137,6.818,3.612
2000,Arturo Freeman,South Carolina,72.4,188,9.5,31,4.58,14,35.5,124,4.38,6.91,11.2,SKILL,DB,6,13,74,5,152,24,454,31,162,4.948,3.094
2000,Ben Kelly,Colorado,68.9,183,8.38,28.75,4.56,17,36,116,3.95,6.63,10.86,SKILL,DB,3,0,13,3,84,20,755,170,355,5.673,3.052
2000,Bobby Williams,Arkansas,75.8,332,11.25,34.75,5.34,28,29,97,4.72,7.78,,BIG,OL,13,55,163,2,61,29,917,292,471,4.888,3.431
2000,Brad Bedell,Colorado,76.4,302,10,32.38,5.12,17,31.5,103,4.58,7.76,,BIG,OL,7,4,40,6,206,14,300,9,133,4.671,2.521
2000,Brad Meester,Northern Iowa,75.4,298,9.63,32.13,5.13,25,34,110,4.43,7.46,,BIG,OL,14,74,209,2,60,28,925,300,477,6.287,3.802
2000,Brian Urlacher,New Mexico,75.9,258,9.88,33,4.61,27,34,122,4.18,6.94,11.1,STRONG,LB,13,119,182,1,9,9,1887,1350,907,8.154,5.389
2000,Brian Young,Texas-El Paso,74.4,278,10,31.5,4.96,27,29.5,106,4.47,7.2,,BIG,DL,9,39,123,5,139,11,499,37,187,6.201,3.337
2000,Byron Frisch,Brigham Young,76.4,281,10,32.25,4.77,31,34.5,114,4.41,7.2,,BIG,DL,3,2,23,3,93,29,703,128,316,8.062,4.99
2000,Chad Clifton,Tennessee,77.3,334,9.88,33,5.12,24,30.5,102,4.73,7.58,,BIG,OL,12,72,165,2,44,12,1082,460,581,5.931,3.841
2000,Chris Hovan,Boston College,74.4,305,10.13,31.5,5,35,30,101,4.16,6.85,,BIG,DL,10,56,156,1,25,25,1369,720,742,7.060,4.182
2000,Clark Haggans,Colorado State,75.4,253,9.63,32.25,5.01,20,31.5,109,4.21,7.12,11.93,STRONG,LB,13,46,172,5,137,9,507,38,191,4.626,2.968
2000,Cooper Carlisle,Florida,77.4,297,10,31.75,5.2,28,31,100,4.48,7.82,,BIG,OL,13,54,190,4,112,16,609,70,250,5.838,3.804
2000,Cornelius Griffin,Alabama,75.1,297,10,33,4.91,30,31,111,4.62,7.63,,BIG,DL,10,58,146,2,42,10,1106,480,597,6.734,4.186
2000,Curtis Keaton,James Madison (VA),70,214,,,4.41,23,41.5,131,3.93,6.82,,STRONG,RB,3,0,25,4,97,1,682,112,301,7.678,4.518
2000,DaShon Polk,Arizona,73.9,233,9.5,31.13,4.77,18,32,111,4.45,7.43,11.64,STRONG,LB,7,10,95,7,251,3.513,2.166
2000,Damion McIntosh,Kansas State,75.9,328,9.63,33,5.35,23,26,97,4.71,7.72,,BIG,OL,10,38,125,3,83,19,761,175,360,3.958,2.466
2000,Damon Wheeler,Colorado,68.6,179,9,29,4.56,11,35,115,4.27,7.21,11.47,SKILL,DB,2,0,5,6,203,11,307,10,134,3.188,1.433
2000,Darnell Alford,Boston College,76,334,10.5,34,5.58,23,25,94,4.98,8.48,,BIG,OL,3,0,5,6,188,28,346,16,137,2.745,1.885
2000,Darrick Vaughn,Texas State,70.9,196,9.25,30.63,4.55,14,36.5,121,4.16,7.09,11.47,SKILL,DB,4,12,48,7,211,19,288,7,131,5.168,3.078
2000,Dave Stachelski,Boise State,75.1,250,9.5,31.75,4.85,24,38,115,4.14,6.84,11.12,STRONG,TE,2,0,9,5,141,13,492,36,183,6.807,4.685
2000,David Barrett,Arkansas,69.9,199,10,31.13,4.48,16,37.5,116,4.04,6.81,10.77,SKILL,DB,9,31,131,4,102,6,656,92,282,6.358,3.445
2000,Doug Chapman,Marshall (WV),70,215,9.5,30,4.59,16,38.5,128,4.2,6.84,11.36,STRONG,RB,4,3,26,3,88,24,731,150,337,5.896,3.03
2000,Erik Flowers,Arizona State,76.3,271,8.88,31.88,4.78,24,33,114,4.15,7.21,11.6,BIG,DL,5,6,58,1,26,26,1349,700,733,7.239,4.143
2000,Erik Olson,Colorado,73,208,,,4.63,17,35,115,4.21,6.81,,SKILL,DB,1,1,14,7,236,5.666,3.702
2000,Ernest Grant,Arkansas-Pine Bluff,77.3,316,10.13,34.88,5.33,24,29.5,98,5.03,8,,BIG,DL,3,3,24,6,167,7,406,25,144,4.146,3.032
2000,Fred Robbins,Wake Forest,75.8,312,11,32,5.13,25,29.5,94,4.72,7.72,,BIG,DL,12,51,180,2,55,23,969,350,506,5.009,3.027
2000,Hank Poteat,Pittsburgh,69.9,197,8.63,30.5,4.62,16,37,126,4,6.66,10.82,SKILL,DB,10,16,110,3,77,13,799,205,388,6.106,3.773
2000,Ian Gold,Michigan,73.1,221,9.88,31.5,4.58,21,33,115,4.19,6.97,11.5,STRONG,LB,8,39,115,2,40,8,1131,500,612,6.070,3.257
2000,Jabari Issa,Washington,76.9,296,10.88,34.5,5.14,19,31.5,105,4.72,7.69,,BIG,DL,2,4,23,6,176,16,380,21,138,4.712,2.72
2000,Jason Webster,Texas A&M,69.1,180,9.38,30.5,4.46,17,35.5,122,3.98,6.76,11.35,SKILL,DB,9,26,90,2,48,16,1038,420,552,6.380,3.349
2000,Jeff Ulbrich,Hawaii,72.4,249,9.75,31,4.7,24,32,109,4.3,7.23,11.63,STRONG,LB,10,31,120,3,86,22,743,160,346,5.278,3.338
2000,Jeno James,Auburn,75.1,320,10.13,34.88,5.66,24,25.5,94,5.22,8.51,,BIG,OL,7,26,94,6,182,22,363,19,137,2.525,1.604
2000,John Engelberger,Virginia Tech,76.3,260,9.25,33.13,4.74,24,34,115,4.28,6.95,,BIG,DL,9,31,139,2,35,3,1198,550,653,7.297,4.162
2000,Kendrick Clancy,Mississippi,72.9,283,10,32,5.28,25,27.5,108,4.65,7.98,,BIG,DL,10,24,109,3,72,8,833,230,412,3.833,2.308
2000,Kenoy Kennedy,Arkansas,73,221,,,4.71,8,33.5,113,4.38,7.08,,SKILL,DB,8,34,115,2,45,13,1071,450,574,3.329,2.095
2000,Leander Jordan,Indiana (PA),75.9,330,11,35.25,5.53,25,31,104,4.76,7.91,,BIG,OL,6,9,37,3,82,18,767,180,364,4.492,3.352
2000,Leif Larsen,Texas-El Paso,76.5,300,9.25,32.5,5.12,45,30,110,4.37,7.46,,BIG,DL,2,3,16,6,194,2,330,14,135,7.225,4.678
2000,Leonardo Carson,Auburn,73.5,283,9.75,31,5.06,22,28,106,4.75,7.82,,BIG,DL,5,16,64,4,113,17,604,68,247,4.071,2.034
2000,Lloyd Harrison,North Carolina State,70,190,9.63,30.13,4.57,16,37.5,119,4.25,7.12,11.62,SKILL,DB,3,1,16,3,64,32,892,270,454,4.866,3.055
2000,Mao Tosi,Idaho,77.1,310,10.25,34.75,5.29,19,28.5,99,4.6,7.72,,BIG,DL,2,4,26,5,136,8,510,38,193,4.159,2.414
2000,Marcus Bell,Arizona,73.6,237,10.13,31.88,4.8,21,31.5,111,4.33,7.17,11.73,STRONG,LB,3,7,45,4,116,20,591,62,239,4.415,2.773
2000,Mario Edwards,Florida State,72.1,191,10,31,4.46,32,32.5,120,4.55,7.44,,SKILL,DB,5,22,73,6,180,20,368,19,137,5.392,3.473
2000,Mark Simoneau,Kansas State,72,237,8.88,30.75,4.63,24,36,117,4.09,7.08,11.21,STRONG,LB,11,29,124,3,67,3,869,255,438,6.779,4.153
2000,Mark Tauscher,Wisconsin,75.4,318,10,32.25,5.43,22,27,90,4.84,7.91,,BIG,OL,11,55,134,7,224,32,258,2,124,3.018,1.909
2000,Marvel Smith,Arizona State,77,320,,,5.34,24,27.5,100,4.84,7.87,,BIG,OL,9,44,111,2,38,6,1157,520,628,4.242,2.984
2000,Matt Bowen,Iowa,73.1,201,9,30.25,4.51,12,33,115,4.09,7.06,11.37,SKILL,DB,7,13,77,6,198,6,320,12,135,5.089,2.634
2000,Michael Moore,Troy (AL),75,320,9.25,32.75,5.47,34,24.5,94,5.06,8.37,,BIG,OL,5,1,8,4,129,1,537,43,209,3.504,2.634
2000,Michael Thompson,Tennessee State,76.5,305,11,34.5,5.3,16,26,104,4.73,7.99,,BIG,OL,3,3,12,4,100,4,666,100,289,3.164,1.79
2000,Mike Brown,Nebraska,69.9,204,9.13,30.5,4.6,14,36,116,4.01,6.93,11,SKILL,DB,10,56,116,2,39,7,1143,510,620,5.131,2.893
2000,Mike Green,Houston,71.6,253,9.25,31.88,4.8,25,28.5,108,4.34,7.08,11.77,STRONG,RB,3,2,32,7,213,21,283,6,130,4.734,2.986
2000,Paul Smith,Texas-El Paso,70.6,220,9.25,31,4.65,25,26.5,111,4.29,7.02,,STRONG,RB,8,3,79,5,132,4,526,40,202,4.939,2.56
2000,Peter Sirmon,Oregon,73.9,246,9.63,31.13,4.86,20,34.5,115,4.27,7.21,11.67,STRONG,LB,7,25,81,4,128,32,541,44,211,4.976,3.402
2000,Ralph Brown,Nebraska,69.9,204,9.13,30.5,4.6,14,36,116,4.01,6.93,11,SKILL,DB,10,12,129,5,140,12,496,36,185,5.131,2.893
2000,Rashidi Barnes,Colorado,71.6,208,9.5,32,4.63,10,35,114,4.32,6.92,11.35,SKILL,DB,1,1,14,7,225,3.901,2.208
2000,Reggie Austin,Wake Forest,69.4,175,8.5,30,4.46,17,35,119,4.14,7.03,,SKILL,DB,3,3,18,4,125,29,553,47,218,5.521,2.9
2000,Reuben Droughns,Oregon,71.3,215,9,31.25,4.68,13,30,115,4.41,7.34,12.38,STRONG,RB,9,27,114,3,81,17,773,185,369,2.906,1.178
2000,Rob Meier,Washington State,77,284,9,33,5,27,30.5,113,4.52,7.49,,BIG,DL,9,30,138,7,241,6.869,4.221
2000,Rob Morris,Brigham Young,73.9,250,8.25,29.5,4.77,18,33,113,4.17,6.93,11.74,STRONG,LB,8,24,99,1,28,28,1311,660,714,5.355,3.107
2000,Rogers Beckett,Marshall (WV),73.5,207,9.5,33.5,4.64,15,39.5,119,4.29,6.48,11.24,SKILL,DB,5,17,71,2,43,11,1094,470,589,5.922,4.079
2000,Sammy Morris,Texas Tech,71.9,221,9.88,31.5,4.68,23,37.5,117,4.21,7.05,11.74,STRONG,RB,12,27,144,5,156,28,441,29,155,6.096,3.718
2000,Sekou Sanyika,California,75.3,241,10,32.38,4.75,21,32.5,111,4.38,7.33,12.08,STRONG,LB,2,3,32,7,215,23,278,5,129,4.763,3.199
2000,Shyrone Stith,Virginia Tech,67.4,204,9.63,30.25,4.65,13,35,111,4.14,7.14,11.2,STRONG,RB,3,0,15,7,243,3.877,1.432
2000,Steve Warren,Nebraska,72.6,307,10,31.5,5.14,29,30.5,105,4.56,7.97,,BIG,DL,3,2,25,3,74,10,819,220,403,5.435,3.455
2000,T.J. Slaughter,Southern Mississippi,72.1,247,10,32.25,4.91,24,30,112,4.26,7.08,12.15,STRONG,LB,7,17,78,3,92,28,709,132,321,4.713,3.022
2000,Terrelle Smith,Arizona State,72,249,10,31.13,5.01,19,32.5,109,4.85,8.38,12.82,STRONG,RB,10,3,146,4,96,32,687,116,305,2.703,1.523
2000,Todd Wade,Mississippi,79.9,326,10.75,34.75,5.25,29,27.5,101,4.68,7.68,,BIG,OL,8,41,99,2,53,21,988,370,518,5.921,4.137
2000,Tony Scott,North Carolina State,70.3,193,9,30.25,4.55,11,34,116,4.24,7.45,11.48,SKILL,DB,2,2,23,6,179,19,371,20,138,3.497,1.726
2000,Travares Tillman,Georgia Tech,73.3,194,8.25,30.75,4.6,15,37.5,123,4.29,6.95,11.34,SKILL,DB,8,13,74,2,58,26,942,320,489,5.549,3.729
2000,Travis Claridge,Southern California,77.1,303,9.88,33.5,5.18,29,31.5,100,4.86,7.77,,BIG,OL,4,23,52,2,37,5,1170,530,636,5.567,3.866
2000,Travis Prentice,Miami (OH),71.8,225,9.5,31.5,4.5,23,37,115,4.4,6.92,11.72,STRONG,RB,2,4,30,3,63,31,900,276,460,6.418,3.758
2000,Tutan Reyes,Mississippi,75.3,299,9.5,33.5,5.38,20,26.5,99,4.88,7.49,,BIG,OL,9,19,53,5,131,3,529,41,204,2.964,1.524
2000,Tyrone Carter,Minnesota,67.6,190,9.13,30,4.53,16,41,121,4.19,6.75,10.99,SKILL,DB,11,27,158,4,118,22,582,58,234,5.923,3.41
2000,Wes Shivers,Mississippi State,77.4,318,9.25,34.25,5.68,18,22.5,98,4.81,8.48,,BIG,OL,1,0,3,7,237,2.425,1.429
2001,Alge Crumpler,North Carolina,74.5,266,10.5,34,4.79,22,34,112,4.43,7.38,11.9,STRONG,TE,10,41,155,2,35,3,1198,550,653,5.050,3.718
